,cv_name,validation_score,train_size,dim,noise_corr,sep,score_error,score_sem
1,100 splits,0.7091,100.0,300.0,0.0,5.0,0.06365,0.00586086064499
0,loo,0.7263,100.0,300.0,0.0,5.0,-0.0863,0.048
1,100 splits,0.7263,100.0,300.0,0.0,5.0,-0.07955,0.00669026811869
0,loo,0.7134,100.0,300.0,0.0,5.0,-0.0434,0.047021271782
1,100 splits,0.7134,100.0,300.0,0.0,5.0,-0.0464,0.00641716448285
0,loo,0.6868,100.0,300.0,0.0,5.0,0.0232,0.0453762052182
1,100 splits,0.6868,100.0,300.0,0.0,5.0,-0.00455,0.00617350690451
0,loo,0.7187,100.0,300.0,0.0,5.0,-0.0487,0.047021271782
1,100 splits,0.7187,100.0,300.0,0.0,5.0,-0.03995,0.00453372777083
0,loo,0.7052,100.0,300.0,0.0,5.0,-0.0552,0.0476969600708
1,100 splits,0.7052,100.0,300.0,0.0,5.0,-0.0362,0.00534509120596
0,loo,0.7105,100.0,300.0,0.0,5.0,-0.0905,0.048538644398
1,100 splits,0.7105,100.0,300.0,0.0,5.0,-0.09425,0.00608212031285
0,loo,0.7109,100.0,300.0,0.0,5.0,0.0191,0.0443959457608
1,100 splits,0.7109,100.0,300.0,0.0,5.0,0.00935,0.00553508694602
0,loo,0.7172,100.0,300.0,0.0,5.0,0.0028,0.0448998886413
1,100 splits,0.7172,100.0,300.0,0.0,5.0,0.0038,0.00517638870256
0,loo,0.6977,100.0,300.0,0.0,5.0,-0.0377,0.0473708771293
1,100 splits,0.6977,100.0,300.0,0.0,5.0,-0.0377,0.00965660395791
0,loo,0.6718,100.0,300.0,0.0,5.0,0.0082,0.0466476151588
1,100 splits,0.6718,100.0,300.0,0.0,5.0,-0.0338,0.00579050947672
0,loo,0.6922,100.0,300.0,0.0,5.0,-0.1322,0.049638694584
1,100 splits,0.6922,100.0,300.0,0.0,5.0,-0.10995,0.0070524596773
0,loo,0.6777,100.0,300.0,0.0,5.0,-0.0977,0.049355850717
1,100 splits,0.6777,100.0,300.0,0.0,5.0,-0.06895,0.00943687911865
0,loo,0.7033,100.0,300.0,0.0,5.0,0.0367,0.0438634243989
1,100 splits,0.7033,100.0,300.0,0.0,5.0,0.00845,0.00491143436279
0,loo,0.6871,100.0,300.0,0.0,5.0,-0.0171,0.047021271782
1,100 splits,0.6871,100.0,300.0,0.0,5.0,-0.0481,0.0054904462478
0,loo,0.7161,100.0,300.0,0.0,5.0,-0.0061,0.0453762052182
1,100 splits,0.7161,100.0,300.0,0.0,5.0,-0.0176,0.00604059185842
0,loo,0.74,100.0,300.0,0.0,5.0,0.0,0.0438634243989
1,100 splits,0.74,100.0,300.0,0.0,5.0,-0.00025,0.00576950496143
0,loo,0.7263,100.0,300.0,0.0,5.0,-0.1163,0.048774993593
1,100 splits,0.7263,100.0,300.0,0.0,5.0,-0.09905,0.00602907020195
0,loo,0.6927,100.0,300.0,0.0,5.0,-0.1027,0.0491833305094
1,100 splits,0.6927,100.0,300.0,0.0,5.0,-0.07145,0.00879941404299
0,loo,0.6992,100.0,300.0,0.0,5.0,-0.0792,0.048538644398
1,100 splits,0.6992,100.0,300.0,0.0,5.0,-0.0747,0.00573356346437
0,loo,0.7294,100.0,300.0,0.0,5.0,-0.0694,0.0473708771293
1,100 splits,0.7294,100.0,300.0,0.0,5.0,-0.08365,0.00639118044652
0,loo,0.7321,100.0,300.0,0.0,5.0,0.0679,0.04
1,100 splits,0.7321,100.0,300.0,0.0,5.0,0.04915,0.00670296109939
0,loo,0.7029,100.0,300.0,0.0,5.0,-0.0229,0.0466476151588
1,100 splits,0.7029,100.0,300.0,0.0,5.0,-0.05015,0.00630671764867
0,loo,0.6928,100.0,300.0,0.0,5.0,-0.1428,0.0497493718553
1,100 splits,0.6928,100.0,300.0,0.0,5.0,-0.09655,0.00645113846542
0,loo,0.71,100.0,300.0,0.0,5.0,0.0,0.0453762052182
1,100 splits,0.71,100.0,300.0,0.0,5.0,-0.001,0.00662155570844
0,loo,0.7255,100.0,300.0,0.0,5.0,0.0745,0.04
1,100 splits,0.7255,100.0,300.0,0.0,5.0,-0.00825,0.00526304925875
0,loo,0.7132,100.0,300.0,0.0,5.0,0.0068,0.0448998886413
1,100 splits,0.7132,100.0,300.0,0.0,5.0,-0.00595,0.00643620132532
0,loo,0.6984,100.0,300.0,0.0,5.0,0.0716,0.042083250825
1,100 splits,0.6984,100.0,300.0,0.0,5.0,0.06635,0.00594556031842
0,loo,0.6629,100.0,300.0,0.0,5.0,0.0471,0.0453762052182
